Seção;Divisão;Grupo;Classe;Denominação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20720;Fabricação de tintas de impressão
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20711;Fabricação de tintas, vernizes, esmaltes e lacas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária;28313;Fabricação de tratores agrícolas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso na extração mineral e na construção;28534;Fabricação de tratores, exceto agrícolas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Fabricação de produtos de material plástico;22234;Fabricação de tubos e acessórios de material plástico para uso na construção
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de aeronaves;30423;Fabricação de turbinas, motores e outros componentes e peças para aeronaves
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de motores, bombas, compressores e equipamentos de transmissão;28135;Fabricação de válvulas, registros e dispositivos semelhantes
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de veículos militares de combate;30504;Fabricação de veículos militares de combate
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Fabricação de vidro e de produtos do vidro;23117;Fabricação de vidro plano e de segurança
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE BEBIDAS;Fabricação de bebidas alcoólicas;11127;Fabricação de vinho
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Preparação e fiação de fibras têxteis;13138;Fiação de fibras artificiais e sintéticas
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;Fornecimento e gestão de recursos humanos para terceiros;78302;Fornecimento e gestão de recursos humanos para terceiros
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;Serviços de escritório e apoio administrativo;82199;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Fundição;24512;Fundição de ferro e aço
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Fundição;24521;Fundição de metais não-ferrosos e suas ligas
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Fundos de investimento;64701;Fundos de investimento
ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Geração, transmissão e distribuição de energia elétrica;35115;Geração de energia elétrica
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;Gestão de ativos intangíveis não-financeiros;77403;Gestão de ativos intangíveis não-financeiros
ARTES, CULTURA, ESPORTE E RECREAÇÃO;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;Atividades artísticas, criativas e de espetáculos;90035;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas
ARTES, CULTURA, ESPORTE E RECREAÇÃO;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;Atividades esportivas;93115;Gestão de instalações de esportes
TRANSPORTE, ARMAZENAGEM E CORREIO;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;Atividades auxiliares dos transportes aquaviários;52311;Gestão de portos e terminais
ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;ESGOTO E ATIVIDADES RELACIONADAS;Esgoto e atividades relacionadas;37011;Gestão de redes de esgoto
ATIVIDADES IMOBILIÁRIAS;ATIVIDADES IMOBILIÁRIAS;Atividades imobiliárias por contrato ou comissão;68226;Gestão e administração da propriedade imobiliária
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Atividades de sociedades de participação;64611;Holdings de instituições financeiras
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Atividades de sociedades de participação;64620;Holdings de instituições não-financeiras
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;Horticultura e floricultura;1211;Horticultura
ALOJAMENTO E ALIMENTAÇÃO;ALOJAMENTO;Hotéis e similares;55108;Hotéis e similares
INDÚSTRIAS DE TRANSFORMAÇÃO;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Atividade de impressão;18113;Impressão de jornais, livros, revistas e outras publicações periódicas
INDÚSTRIAS DE TRANSFORMAÇÃO;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Atividade de impressão;18130;Impressão de materiais para outros usos
INDÚSTRIAS DE TRANSFORMAÇÃO;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;Atividade de impressão;18121;Impressão de material de segurança
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;Atividades de limpeza;81222;Imunização e controle de pragas urbanas
CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS;Incorporação de empreendimentos imobiliários;41107;Incorporação de empreendimentos imobiliários
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Instalação de máquinas e equipamentos;33295;Instalação de equipamentos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Instalação de máquinas e equipamentos;33210;Instalação de máquinas e equipamentos industriais
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Instalações elétricas, hidráulicas e outras instalações em construções;43215;Instalações elétricas
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Instalações elétricas, hidráulicas e outras instalações em construções;43223;Instalações hidráulicas, de sistemas de ventilação e refrigeração
ATIVIDADES IMOBILIÁRIAS;ATIVIDADES IMOBILIÁRIAS;Atividades imobiliárias por contrato ou comissão;68218;Intermediação na compra, venda e aluguel de imóveis
ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;Serviços coletivos prestados pela administração pública;84230;Justiça
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de artigos de joalheria, bijuteria e semelhantes;32116;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria
OUTRAS ATIVIDADES DE SERVIÇOS;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;Outras atividades de serviços pessoais;96017;Lavanderias, tinturarias e toalheiros
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;Atividades de limpeza;81214;Limpeza em prédios e em domicílios
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;Locação de meios de transporte sem condutor;77110;Locação de automóveis sem condutor
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;Locação de mão-de-obra temporária;78205;Locação de mão-de-obra temporária
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;Locação de meios de transporte sem condutor;77195;Locação de meios de transporte, exceto automóveis, sem condutor
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33163;Manutenção e reparação de aeronaves
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33171;Manutenção e reparação de embarcações
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33198;Manutenção e reparação de equipamentos e produtos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33121;Manutenção e reparação de equipamentos eletrônicos e ópticos
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33147;Manutenção e reparação de máquinas e equipamentos da indústria mecânica
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33139;Manutenção e reparação de máquinas e equipamentos elétricos
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Comércio, manutenção e reparação de motocicletas, peças e acessórios;45439;Manutenção e reparação de motocicletas
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33112;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Manutenção e reparação de veículos automotores;45200;Manutenção e reparação de veículos automotores
INDÚSTRIAS DE TRANSFORMAÇÃO;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Manutenção e reparação de máquinas e equipamentos;33155;Manutenção e reparação de veículos ferroviários
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Metalurgia dos metais não-ferrosos;24415;Metalurgia do alumínio e suas ligas
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Metalurgia dos metais não-ferrosos;24431;Metalurgia do cobre
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Metalurgia dos metais não-ferrosos;24491;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Metalurgia dos metais não-ferrosos;24423;Metalurgia dos metais preciosos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10627;Moagem de trigo e fabricação de derivados
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10694;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente
CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de outras obras de infra-estrutura;42928;Montagem de instalações industriais e de estruturas metálicas
TRANSPORTE, ARMAZENAGEM E CORREIO;TRANSPORTE AQUAVIÁRIO;Navegação de apoio;50301;Navegação de apoio
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Obras de acabamento;43304;Obras de acabamento
CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de outras obras de infra-estrutura;42995;Obras de engenharia civil não especificadas anteriormente
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Outros serviços especializados para construção;43916;Obras de fundações
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Instalações elétricas, hidráulicas e outras instalações em construções;43291;Obras de instalações em construções não especificadas anteriormente
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;43134;Obras de terraplenagem
CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de rodovias, ferrovias, obras urbanas e obras-de-arte especiais;42138;Obras de urbanização - ruas, praças e calçadas
CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Obras de infra-estrutura para energia elétrica, telecomunicações, água, esgoto e transporte por dutos;42219;Obras para geração e distribuição de energia elétrica e para telecomunicações
CONSTRUÇÃO;OBRAS DE INFRA-ESTRUTURA;Construção de outras obras de infra-estrutura;42910;Obras portuárias, marítimas e fluviais
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Operadoras de televisão por assinatura;61418;Operadoras de televisão por assinatura por cabo
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Operadoras de televisão por assinatura;61426;Operadoras de televisão por assinatura por microondas
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Operadoras de televisão por assinatura;61434;Operadoras de televisão por assinatura por satélite
ATIVIDADES ADMINISTRATIVAS E SERVIÇOS COMPLEMENTARES;AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS;Agências de viagens e operadores turísticos;79121;Operadores turísticos
ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;ORGANISMOS INTERNACIONAIS E OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;Organismos internacionais e outras instituições extraterritoriais;99008;Organismos internacionais e outras instituições extraterritoriais
INFORMAÇÃO E COMUNICAÇÃO;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;Outras atividades de prestação de serviços de informação;63992;Outras atividades de prestação de serviços de informação não especificadas anteriormente
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Atividades de serviços financeiros não especificadas anteriormente;64999;Outras atividades de serviços financeiros não especificadas anteriormente
INFORMAÇÃO E COMUNICAÇÃO;TELECOMUNICAÇÕES;Outras atividades de telecomunicações;61906;Outras atividades de telecomunicações
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;ATIVIDADES DE SERVIÇOS FINANCEIROS;Atividades de sociedades de participação;64638;Outras sociedades de participação, exceto holdings
ALOJAMENTO E ALIMENTAÇÃO;ALOJAMENTO;Outros tipos de alojamento não especificados anteriormente;55906;Outros tipos de alojamento não especificados anteriormente
ARTES, CULTURA, ESPORTE E RECREAÇÃO;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;Atividades de recreação e lazer;93212;Parques de diversão e parques temáticos
CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;Demolição e preparação do terreno;43126;Perfurações e sondagens
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;PESCA E AQÜICULTURA;Pesca;3124;Pesca em água doce
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;PESCA E AQÜICULTURA;Pesca;3116;Pesca em água salgada
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;72100;Pesquisa e desenvolvimento experimental em ciências físicas e naturais
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;72207;Pesquisa e desenvolvimento experimental em ciências sociais e humanas
ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;PUBLICIDADE E PESQUISA DE MERCADO;Pesquisas de mercado e de opinião pública;73203;Pesquisas de mercado e de opinião pública
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Planos de saúde;65502;Planos de saúde
INFORMAÇÃO E COMUNICAÇÃO;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;Tratamento de dados, hospedagem na internet e outras atividades relacionadas;63194;Portais, provedores de conteúdo e outros serviços de informação na internet
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Laticínios;10511;Preparação do leite
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Preparação e fiação de fibras têxteis;13111;Preparação e fiação de fibras de algodão
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Preparação e fiação de fibras têxteis;13120;Preparação e fiação de fibras têxteis naturais, exceto algodão
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Preservação do pescado e fabricação de produtos do pescado;10201;Preservação do pescado e fabricação de produtos do pescado
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Previdência complementar;65421;Previdência complementar aberta
ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;Previdência complementar;65413;Previdência complementar fechada
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DO FUMO;Processamento industrial do fumo;12107;Processamento industrial do fumo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25322;"Produção de artefatos estampados de metal; metalurgia do pó"
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Produção de ferro-gusa e de ferroligas;24113;Produção de ferro-gusa
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Produção de ferro-gusa e de ferroligas;24121;Produção de ferroligas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais;25314;Produção de forjados de aço e de metais não-ferrosos e suas ligas
ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Produção e distribuição de combustíveis gasosos por redes urbanas;35204;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas"
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Siderurgia;24237;Produção de laminados longos de aço
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Siderurgia;24229;Produção de laminados planos de aço
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;Produção de sementes e mudas certificadas;1423;Produção de mudas e outras formas de propagação vegetal, certificadas
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Produção de tubos de aço, exceto tubos sem costura;24393;Produção de outros tubos de ferro e aço
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Siderurgia;24245;Produção de relaminados, trefilados e perfilados de aço
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;Produção de sementes e mudas certificadas;1415;Produção de sementes certificadas
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Siderurgia;24211;Produção de semi-acabados de aço
INDÚSTRIAS DE TRANSFORMAÇÃO;METALURGIA;Produção de tubos de aço, exceto tubos sem costura;24318;Produção de tubos de aço com costura
ELETRICIDADE E GÁS;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;Produção e distribuição de vapor, água quente e ar condicionado;35301;Produção e distribuição de vapor, água quente e ar condicionado
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;PRODUÇÃO FLORESTAL;Produção florestal - florestas nativas;2209;Produção florestal - florestas nativas
AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA;PRODUÇÃO FLORESTAL;Produção florestal - florestas plantadas;2101;Produção florestal - florestas plantadas
INFORMAÇÃO E COMUNICAÇÃO;ATIVIDADES DE RÁDIO E DE TELEVISÃO;Atividades de televisão;60225;Programadoras e atividades relacionadas à televisão por assinatura
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Recondicionamento e recuperação de motores para veículos automotores;29506;Recondicionamento e recuperação de motores para veículos automotores
ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Recuperação de materiais;38319;Recuperação de materiais metálicos
ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Recuperação de materiais;38394;Recuperação de materiais não especificados anteriormente
ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO;"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS; RECUPERAÇÃO DE MATERIAIS";Recuperação de materiais;38327;Recuperação de materiais plásticos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Fabricação de produtos de borracha;22129;Reforma de pneumáticos usados
ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;Administração do estado e da política econômica e social;84124;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais
ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;Administração do estado e da política econômica e social;84132;Regulação das atividades econômicas
ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;Serviços coletivos prestados pela administração pública;84213;Relações exteriores
OUTRAS ATIVIDADES DE SERVIÇOS;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;Reparação e manutenção de equipamentos de informática e comunicação;95118;Reparação e manutenção de computadores e de equipamentos periféricos
OUTRAS ATIVIDADES DE SERVIÇOS;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;Reparação e manutenção de equipamentos de informática e comunicação;95126;Reparação e manutenção de equipamentos de comunicação
OUTRAS ATIVIDADES DE SERVIÇOS;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;Reparação e manutenção de objetos e equipamentos pessoais e domésticos;95215;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
OUTRAS ATIVIDADES DE SERVIÇOS;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;Reparação e manutenção de objetos e equipamentos pessoais e domésticos;95291;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46125;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46150;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46133;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46141;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves
"COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS";COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;Representantes comerciais e agentes do comércio, exceto de veículos automotores e motocicletas;46117;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos
